id,key,key2,key3,value
179,issue,general,prejudiceanddiscrimination_general,1
179,issue,general,inclusion_exclusion_notfurtherdefined,1
180,group,age,olderpeople,1
180,group,socioeconomicstatus,unemployedorprecariouslyemployed,1
180,issue,particular,healthcare_health,1
180,issue,particular,work,1
181,group,socioeconomicstatus,peopleonwelfare,1
181,issue,particular,shelter,1
181,issue,particular,violence,1
181,issue,particular,crime_criminaljustice,1
181,issue,particular,addiction,1
182,group,age,children,1
182,group,socioeconomicstatus,peoplelivinginpoverty,1
182,group,healthstatus,peoplewithdisabilitiesorchronichealthconditions,1
182,issue,particular,negativeemotions,1
182,issue,general,inequality,1
182,issue,general,harmsandburdens,1
183,issue,particular,healthcare_health,1
183,issue,particular,violence,1
183,issue,particular,crime_criminaljustice,1
184,group,age,olderpeople,1
184,group,healthstatus,peoplewithdisabilitiesorchronichealthconditions,1
184,issue,particular,healthcare_health,1
185,group,age,children,1
185,issue,particular,violence,1
186,group,socioeconomicstatus,unemployedorprecariouslyemployed,1
186,group,socioeconomicstatus,workingclass,1
186,issue,particular,work,1
186,issue,general,prejudiceanddiscrimination_general,1
187,group,age,olderpeople,1
187,group,institutionalisation,agedcareresidents,1
187,group,othres,generaldisadvantage,1
187,issue,particular,healthcare_health,1
187,issue,particular,violence,1
188,group,genderandsexuality,women,1
188,issue,particular,voice,1
188,issue,general,prejudiceanddiscrimination_general,1
189,group,socioeconomicstatus,peoplelivinginpoverty,1
190,group,genderandsexuality,women,1
190,issue,particular,violence,1
191,group,healthstatus,peoplewithdisabilitiesorchronichealthconditions,1
191,issue,particular,familyrelations,1
191,issue,particular,violence,1
192,group,genderandsexuality,women,1
192,group,age,children,1
192,issue,particular,recognition,1
192,issue,general,inclusion_exclusion_notfurtherdefined,1
193,group,healthstatus,peoplewithdisabilitiesorchronichealthconditions,1
193,issue,particular,violence,1
193,issue,particular,crime_criminaljustice,1
194,group,healthstatus,peoplewithdisabilitiesorchronichealthconditions,1
194,issue,particular,healthcare_health,1
194,issue,particular,familyrelations,1
194,issue,particular,violence,1
195,group,socioeconomicstatus,unemployedorprecariouslyemployed,1
195,issue,particular,work,1
195,issue,particular,finance,1
196,group,genderandsexuality,women,1
196,group,othres,survivorsofdomesticviolence,1
196,issue,particular,violence,1
197,group,othres,generaldisadvantage,1
197,issue,particular,healthcare_health,1
197,issue,particular,familyrelations,1
197,issue,particular,violence,1
198,group,genderandsexuality,women,1
198,issue,particular,work,1
198,issue,general,inequality,1
199,group,genderandsexuality,women,1
199,group,socioeconomicstatus,workingclass,1
199,issue,particular,work,1
199,issue,general,poverty,1
200,group,socioeconomicstatus,peopleonwelfare,1
200,group,socioeconomicstatus,unemployedorprecariouslyemployed,1
200,group,othres,generaldisadvantage,1
200,issue,particular,food_nutrition,1
200,issue,general,prejudiceanddiscrimination_general,1
200,issue,general,fairness,1
201,group,genderandsexuality,women,1
201,group,othres,survivorsofdomesticviolence,1
201,issue,particular,violence,1
202,group,age,youngpeople,1
202,group,socioeconomicstatus,peopleonwelfare,1
202,group,socioeconomicstatus,unemployedorprecariouslyemployed,1
202,issue,particular,work,1
202,issue,particular,finance,1
203,group,culturalminorities,firstnations,1
203,issue,particular,healthcare_health,1
203,issue,particular,protectingheritage,1
203,issue,particular,negativeemotions,1
204,group,culturalminorities,firstnations,1
204,issue,particular,voice,1
204,issue,particular,crime_criminaljustice,1
205,group,culturalminorities,firstnations,1
205,issue,particular,violence,1
206,group,culturalminorities,firstnations,1
206,group,age,children,1
206,issue,particular,familyrelations,1
206,issue,particular,violence,1
206,issue,particular,crime_criminaljustice,1
206,issue,particular,addiction,1
207,group,culturalminorities,firstnations,1
208,group,culturalminorities,firstnations,1
208,issue,general,humanrights,1
208,issue,general,inequality,1
209,group,culturalminorities,firstnations,1
209,group,genderandsexuality,women,1
209,group,age,children,1
209,group,healthstatus,peoplewithdisabilitiesorchronichealthconditions,1
209,issue,particular,shelter,1
209,issue,particular,familyrelations,1
209,issue,particular,violence,1
210,group,culturalminorities,firstnations,1
210,issue,particular,socialconnections,1
210,issue,general,inequality,1
211,group,culturalminorities,firstnations,1
211,group,genderandsexuality,women,1
211,issue,particular,violence,1
211,issue,general,prejudiceanddiscrimination_general,1
212,group,culturalminorities,firstnations,1
212,group,genderandsexuality,women,1
212,issue,particular,shelter,1
212,issue,particular,education,1
212,issue,particular,violence,1
212,issue,particular,crime_criminaljustice,1
213,group,culturalminorities,firstnations,1
213,group,age,youngpeople,1
213,group,othres,peopleinregionalorremoteareas,1
213,issue,particular,education,1
213,issue,particular,work,1
213,issue,particular,governmentassistance,1
213,issue,general,poverty,1
214,group,culturalminorities,firstnations,1
214,issue,particular,voice,1
214,issue,general,inclusion_exclusion_notfurtherdefined,1
215,group,culturalminorities,firstnations,1
215,issue,particular,healthcare_health,1
215,issue,particular,familyrelations,1
215,issue,particular,violence,1
215,issue,particular,crime_criminaljustice,1
215,issue,particular,addiction,1
216,group,culturalminorities,firstnations,1
216,issue,general,inequality,1
217,group,culturalminorities,firstnations,1
217,issue,particular,familyrelations,1
217,issue,particular,violence,1
217,issue,particular,crime_criminaljustice,1
217,issue,general,prejudiceanddiscrimination_general,1
218,group,culturalminorities,firstnations,1
218,issue,particular,crime_criminaljustice,1
218,issue,general,humanrights,1
219,group,culturalminorities,firstnations,1
219,group,age,youngpeople,1
219,issue,particular,work,1
219,issue,general,inequality,1
219,issue,general,inclusion_exclusion_notfurtherdefined,1
220,group,culturalminorities,firstnations,1
220,group,age,olderpeople,1
220,group,institutionalisation,agedcareresidents,1
220,issue,particular,healthcare_health,1
220,issue,particular,socialconnections,1
221,group,culturalminorities,firstnations,1
221,group,age,youngpeople,1
221,group,institutionalisation,prisoners,1
221,issue,particular,shelter,1
221,issue,particular,crime_criminaljustice,1
221,issue,general,cyclesofdisadvantage,1
222,group,culturalminorities,firstnations,1
222,group,age,youngpeople,1
222,group,healthstatus,peoplewithdisabilitiesorchronichealthconditions,1
222,group,othres,generaldisadvantage,1
222,issue,particular,education,1
222,issue,particular,work,1
223,group,culturalminorities,firstnations,1
223,issue,particular,protectingheritage,1
224,group,culturalminorities,firstnations,1
224,issue,particular,negativeemotions,1
225,group,culturalminorities,firstnations,1
225,group,genderandsexuality,women,1
225,group,age,children,1
225,issue,particular,education,1
225,issue,particular,violence,1
225,issue,particular,addiction,1
226,group,culturalminorities,firstnations,1
226,group,othres,peopleinregionalorremoteareas,1
226,issue,particular,shelter,1
226,issue,particular,healthcare_health,1
226,issue,particular,addiction,1
227,group,culturalminorities,firstnations,1
227,issue,particular,violence,1
227,issue,particular,crime_criminaljustice,1
228,group,culturalminorities,firstnations,1
228,issue,particular,violence,1
228,issue,particular,crime_criminaljustice,1
228,issue,general,prejudiceanddiscrimination_general,1
229,group,culturalminorities,firstnations,1
230,group,culturalminorities,firstnations,1
230,group,socioeconomicstatus,unemployedorprecariouslyemployed,1
230,issue,particular,work,1
230,issue,particular,crime_criminaljustice,1
230,issue,particular,finance,1
230,issue,general,prejudiceanddiscrimination_general,1
231,group,culturalminorities,firstnations,1
231,group,othres,peopleinregionalorremoteareas,1
231,issue,particular,education,1
231,issue,particular,work,1
231,issue,particular,crime_criminaljustice,1
231,issue,particular,finance,1
232,group,culturalminorities,firstnations,1
232,issue,particular,violence,1
233,group,culturalminorities,migrantsandrefugees,1
233,group,culturalminorities,racialminorities,1
233,group,culturalminorities,religiousminorities,1
233,group,socioeconomicstatus,peopleonwelfare,1
233,issue,general,diversity_notfurtherdefined,1
234,group,culturalminorities,racialminorities,1
234,group,culturalminorities,religiousminorities,1
234,issue,particular,negativeemotions,1
234,issue,general,prejudiceanddiscrimination_general,1
235,group,culturalminorities,racialminorities,1
235,group,culturalminorities,religiousminorities,1
235,group,genderandsexuality,women,1
235,issue,particular,violence,1
235,issue,general,prejudiceanddiscrimination_general,1
236,group,culturalminorities,racialminorities,1
236,group,culturalminorities,religiousminorities,1
236,group,genderandsexuality,women,1
236,issue,particular,violence,1
236,issue,general,prejudiceanddiscrimination_general,1
237,group,culturalminorities,racialminorities,1
237,group,culturalminorities,religiousminorities,1
238,group,culturalminorities,racialminorities,1
238,group,culturalminorities,religiousminorities,1
238,group,healthstatus,peoplewithdisabilitiesorchronichealthconditions,1
238,issue,general,humanrights,1
238,issue,general,prejudiceanddiscrimination_general,1
238,issue,general,freedom_notfurtherdefined,1
238,issue,general,harmony,1
239,group,culturalminorities,migrantsandrefugees,1
239,group,culturalminorities,religiousminorities,1
239,issue,particular,violence,1
239,issue,particular,crime_criminaljustice,1
240,group,culturalminorities,religiousminorities,1
240,group,genderandsexuality,women,1
240,group,healthstatus,peoplewithdisabilitiesorchronichealthconditions,1
240,issue,general,prejudiceanddiscrimination_general,1
241,group,culturalminorities,firstnations,1
241,group,culturalminorities,religiousminorities,1
241,group,genderandsexuality,women,1
241,issue,particular,violence,1
241,issue,particular,crime_criminaljustice,1
241,issue,general,prejudiceanddiscrimination_general,1
242,group,culturalminorities,firstnations,1
242,group,culturalminorities,religiousminorities,1
242,issue,particular,voice,1
242,issue,particular,finance,1
243,group,culturalminorities,religiousminorities,1
243,group,socioeconomicstatus,peopleonwelfare,1
243,issue,particular,work,1
243,issue,general,prejudiceanddiscrimination_general,1
244,group,culturalminorities,religiousminorities,1
244,group,socioeconomicstatus,peoplelivinginpoverty,1
244,group,socioeconomicstatus,workingclass,1
245,group,culturalminorities,racialminorities,1
245,group,genderandsexuality,lgbtiq,1
245,group,genderandsexuality,women,1
245,issue,particular,work,1
245,issue,general,fairness,1
246,group,culturalminorities,racialminorities,1
246,group,genderandsexuality,lgbtiq,1
246,group,age,olderpeople,1
246,group,socioeconomicstatus,peoplelivinginpoverty,1
246,issue,particular,healthcare_health,1
246,issue,particular,work,1
246,issue,general,inequality,1
247,group,culturalminorities,firstnations,1
247,group,culturalminorities,racialminorities,1
247,group,genderandsexuality,lgbtiq,1
247,issue,general,prejudiceanddiscrimination_general,1
248,group,genderandsexuality,lgbtiq,1
248,group,genderandsexuality,women,1
248,group,genderandsexuality,men,1
248,group,age,children,1
248,issue,particular,healthcare_health,1
248,issue,particular,familyrelations,1
248,issue,particular,violence,1
249,group,genderandsexuality,lgbtiq,1
249,group,genderandsexuality,women,1
249,issue,particular,healthcare_health,1
249,issue,particular,violence,1
249,issue,particular,negativeemotions,1
250,group,genderandsexuality,lgbtiq,1
250,group,genderandsexuality,women,1
250,group,age,youngpeople,1
250,issue,general,humanrights,1
250,issue,general,inequality,1
251,group,culturalminorities,firstnations,1
251,group,genderandsexuality,lgbtiq,1
251,group,genderandsexuality,women,1
251,issue,particular,violence,1
251,issue,particular,familyplanning,1
251,issue,general,harmsandburdens,1
252,group,culturalminorities,firstnations,1
252,group,genderandsexuality,lgbtiq,1
252,group,genderandsexuality,women,1
252,group,healthstatus,peoplewithdisabilitiesorchronichealthconditions,1
252,issue,particular,education,1
252,issue,particular,voice,1
252,issue,particular,work,1
252,issue,particular,recognition,1
252,issue,particular,finance,1
252,issue,general,inequality,1
253,group,genderandsexuality,lgbtiq,1
253,group,healthstatus,peoplewithdisabilitiesorchronichealthconditions,1
253,issue,particular,voice,1
253,issue,particular,negativeemotions,1
254,group,culturalminorities,racialminorities,1
254,group,culturalminorities,religiousminorities,1
254,group,genderandsexuality,lgbtiq,1
254,group,genderandsexuality,women,1
254,issue,general,humanrights,1
254,issue,general,prejudiceanddiscrimination_general,1
255,group,culturalminorities,religiousminorities,1
255,group,genderandsexuality,lgbtiq,1
255,group,genderandsexuality,women,1
255,group,healthstatus,peoplewithdisabilitiesorchronichealthconditions,1
255,issue,particular,violence,1
255,issue,particular,negativeemotions,1
255,issue,general,prejudiceanddiscrimination_general,1
